StationN,SondeN,Launch_time_JST,Error
001,0100045,2022-01-19_20:30,0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
